3071112/112223611123131/1254	112223611123131/3071112/1254
8111112/1122233111223831/2398	1122233111223831/8111112/2398
92111112/11111111123331/6530	11111111123331/92111112/6530
6111112/1122223731/0122	1122223731/6111112/0122
14301112/111222236123631/3255	111222236123631/14301112/3255
4111112/1222381223031/0610	1222381223031/4111112/0610
81112/111123611238123531/8408	111123611238123531/81112/8408
022811111111111111111112/12311111111223731/2789	12311111111223731/022811111111111111111112/2789
261112/11112230112222235123331/8982	11112230112222235123331/261112/8982
64711111112/122223231/7999	122223231/64711111112/7999
411111111111112/111223431/6438	111223431/411111111111112/6438
6111112/122231111112234123912371223231/3355	122231111112234123912371223231/6111112/3355
767481111111112/1222391123631/3150	1222391123631/767481111111112/3150
0931112/11112223531/2128	11112223531/0931112/2128
8411111112/11111123412238112223511111222222235112351231123211222223131/8032	11111123412238112223511111222222235112351231123211222223131/8411111112/8032
6111111111112/12341122341111112301111238111123031/6431	12341122341111112301111238111123031/6111111111112/6431
8111112/11122222301123631/9560	11122222301123631/8111112/9560
44111112/1222223731/8620	1222223731/44111112/8620
21112/11223031/7141	11223031/21112/7141
08911111112/12223031/5258	12223031/08911111112/5258
1111112/1112234111122223131/9343	1112234111122223131/1111112/9343
31112/1223011222222321111123331/5744	1223011222222321111123331/31112/5744
71112/1123211122223031/8225	1123211122223031/71112/8225
970111112/12223811223031/2608	12223811223031/970111112/2608
2111112/1112223211223611222223231/0317	1112223211223611222223231/2111112/0317
381112/1122311222223011223531/0507	1122311222223011223531/381112/0507
36591112/11123831/4232	11123831/36591112/4232
711111112/112223211112222222223612371112236122222341111122232112234112237112222239111223711111122223511111223931/3039	112223211112222222223612371112236122222341111122232112234112237112222239111223711111122223511111223931/711111112/3039
411111111111112/11123831/1783	11123831/411111111111112/1783
471111111112/12234112361122222223811111222223231/4509	12234112361122222223811111222223231/471111111112/4509
8111112/12321223631/7071	12321223631/8111112/7071
38511111112/11236111122223131/5861	11236111122223131/38511111112/5861
11112/1123931/0105	1123931/11112/0105
8111112/122222223431/1476	122222223431/8111112/1476
2759131112/1123031/2468	1123031/2759131112/2468
2611112/12223112222371123131/4385	12223112222371123131/2611112/4385
6596791112/11123831/5100	11123831/6596791112/5100
811111112/12301111111112351123231/7173	12301111111112351123231/811111112/7173
2111112/112223131/2484	112223131/2111112/2484
6349381112/1231111223331/1983	1231111223331/6349381112/1983
7132711111112/1222239112223431/0996	1222239112223431/7132711111112/0996
5911111111112/112321223712223031/6709	112321223712223031/5911111111112/6709
2781111112/1234123731/7389	1234123731/2781111112/7389
36961111112/11111122223612361123831/1628	11111122223612361123831/36961111112/1628
493111112/1233112341123131/5880	1233112341123131/493111112/5880
87311111111111112/123931/0014	123931/87311111111111112/0014
77111112/123531/1749	123531/77111112/1749
896461112/11236123531/4215	11236123531/896461112/4215
11112/111230122321111112391111122223531/8088	111230122321111112391111122223531/11112/8088
841112/12239112238122222238111123511235111111222311112223431/4487	12239112238122222238111123511235111111222311112223431/841112/4487
6111112/112311230123511122230122237123431/8212	112311230123511122230122237123431/6111112/8212
6561521112/1112321111111111122233111123831/7907	1112321111111111122233111123831/6561521112/7907
571112/11111222223531/4837	11111222223531/571112/4837
885111112/11112361223131/0782	11112361223131/885111112/0782
2125161112/1222236111123211123931/7229	1222236111123211123931/2125161112/7229
518111112/1122321122223512222223231/9735	1122321122223512222223231/518111112/9735
81112/11111234123831/6890	11111234123831/81112/6890
41111111112/111111234111122391223631/9928	111111234111122391223631/41111111112/9928
301112/1122238123611223031/0158	1122238123611223031/301112/0158
4111112/1111111238111122223311122223811123331/9803	1111111238111122223311122223811123331/4111112/9803
82111112/123311233111223411222233123631/7064	123311233111223411222233123631/82111112/7064
97295911111112/1122331111111223331/8745	1122331111111223331/97295911111112/8745
11112/1123311237111123731/6669	1123311237111123731/11112/6669
191112/111123531/8307	111123531/191112/8307
961112/112239122233123631/5897	112239122233123631/961112/5897
841021112/12391222301122311111112223931/6690	12391222301122311111112223931/841021112/6690
4111112/1223831/0716	1223831/4111112/0716
61112/12311112222223731/2870	12311112222223731/61112/2870
25711112/12235111222231111123911123431/6295	12235111222231111123911123431/25711112/6295
22435111112/11123231/3137	11123231/22435111112/3137
351111111111111112/111222321123611111111111122222223731/1407	111222321123611111111111122222223731/351111111111111112/1407
41112/122301231123411123631/2031	122301231123411123631/41112/2031
50111112/112321122236123731/1902	112321122236123731/50111112/1902
3531111111112/1112361230122311123131/4144	1112361230122311123131/3531111111112/4144
9111112/11222222222223811223411111223731/7840	11222222222223811223411111223731/9111112/7840
34111111111112/1222222223131/9346	1222222223131/34111111111112/9346
8111112/11230112301223111123231/7148	11230112301223111123231/8111112/7148
391111111112/11230112234111123312230122311112222321223412222223711122341122222351122222233111222391122311111112223531/0323	11230112234111123312230122311112222321223412222223711122341122222351122222233111222391122311111112223531/391111111112/0323
71112/11122331123731/0877	11122331123731/71112/0877
7475111112/11111123731/7533	11111123731/7475111112/7533
91112/12321111111223811236123231/4758	12321111111223811236123231/91112/4758
7111111111111111112/12222223212391112223631/5390	12222223212391112223631/7111111111111111112/5390
48111112/123231/4546	123231/48111112/4546
15111112/11223211223231/6834	11223211223231/15111112/6834
401112/1122222351112222239122341111122223131/3972	1122222351112222239122341111122223131/401112/3972
3111112/123531/5223	123531/3111112/5223
461111111112/111222222311237111123731/7317	111222222311237111123731/461111111112/7317
611111112/11111223511111111111111111223431/0594	11111223511111111111111111223431/611111112/0594
55271112/1111111123631/0097	1111111123631/55271112/0097
80111112/1222222371112223531/7822	1222222371112223531/80111112/7822
5311111111112/1222222321111223531/5130	1222222321111223531/5311111111112/5130
9741112/1223931/0861	1223931/9741112/0861
41112/111123711222361223731/5856	111123711222361223731/41112/5856
01112/12223812234123131/6579	12223812234123131/01112/6579
88111112/112222341111112222222222222223612381111222233123612351111112391112371123631/3211	112222341111112222222222222223612381111222233123612351111112391112371123631/88111112/3211
981112/12371122237111123131/5903	12371122237111123131/981112/5903
47064111112/1222239111223931/9386	1222239111223931/47064111112/9386
601111111112/112223931/2872	112223931/601111111112/2872
911111112/111223411122341111223431/6316	111223411122341111223431/911111112/6316
121163626451112/11123831/9616	11123831/121163626451112/9616
451111111112/12351111112351123531/8388	12351111112351123531/451111111112/8388
88011111112/123131/9183	123131/88011111112/9183
1111112/12222371223831/6321	12222371223831/1111112/6321
0111111111112/122222222236111112223031/8062	122222222236111112223031/0111111111112/8062
71112/11122235111111123831/4437	11122235111111123831/71112/4437
51111111111111112/111222222222222223531/9822	111222222222222223531/51111111111111112/9822
41111111112/111111111123011222223631/0470	111111111123011222223631/41111111112/0470
471112/11111123931/5597	11111123931/471112/5597
81112/1112231123531/3409	1112231123531/81112/3409
898001591112/112223811122239122223531/6447	112223811122239122223531/898001591112/6447
5111112/12381222321238111111111222222236123831/8094	12381222321238111111111222222236123831/5111112/8094
3985814381112/11231111122311123731/1662	11231111122311123731/3985814381112/1662
79011111112/1223131/0822	1223131/79011111112/0822
3641112/11111222223911232122222351111222222222223131/6724	11111222223911232122222351111222222222223131/3641112/6724
861112/123731/2136	123731/861112/2136
37111112/1111112381223231/5676	1111112381223231/37111112/5676
474111111111112/111122223931/7982	111122223931/474111111111112/7982
4101112/11123631/7941	11123631/4101112/7941
791111111111111112/1112222351123231/6508	1112222351123231/791111111111111112/6508
40771112/12222361111222223531/3585	12222361111222223531/40771112/3585
01112/1123531/3635	1123531/01112/3635
3826111112/122222301233123931/0355	122222301233123931/3826111112/0355
61112/123531/1968	123531/61112/1968
96411111112/11223931/3994	11223931/96411111112/3994
1811111111111112/1123331/5816	1123331/1811111111111112/5816
431112/1238111231112321111111123931/3919	1238111231112321111111123931/431112/3919
05111111111112/111236122223112223431/8081	111236122223112223431/05111111111112/8081
281112/122301223812231111222321230123831/2639	122301223812231111222321230123831/281112/2639
891112/112311222234111222381112234112341112351223312230111112311123812321223331/9984	112311222234111222381112234112341112351223312230111112311123812321223331/891112/9984
8511111112/123031/4044	123031/8511111112/4044
091112/1223431/5433	1223431/091112/5433
21111111112/123412223531/6684	123412223531/21111111112/6684
36111112/112234111111111223831/5160	112234111111111223831/36111112/5160
71112/11122381111222371122341112381112222223811122301111222321222223931/6676	11122381111222371122341112381112222223811122301111222321222223931/71112/6676
0511111112/122301122234112321123431/5285	122301122234112321123431/0511111112/5285
41111111112/12222391111123631/5457	12222391111123631/41111111112/5457
53111112/11122234123531/4403	11122234123531/53111112/4403
4811111112/1122223211112301223931/5773	1122223211112301223931/4811111112/5773
891112/1111223831/6803	1111223831/891112/6803
4611111112/11122234122311223131/2175	11122234122311223131/4611111112/2175
72561111111111112/1223512223431/0357	1223512223431/72561111111111112/0357
8111112/11111111223611222234123431/6538	11111111223611222234123431/8111112/6538
41274262501111111112/123731/8015	123731/41274262501111111112/8015
905111112/1222223111123512341112223912222311123112223011223231/3697	1222223111123512341112223912222311123112223011223231/905111112/3697
01112/1112222223031/0584	1112222223031/01112/0584
4111112/111112361111111111223631/9192	111112361111111111223631/4111112/9192
111111111111111111112/12222238122391238123331/3701	12222238122391238123331/111111111111111111112/3701
111111112/111223431/0005	111223431/111111112/0005
21111111111111112/11111223931/9524	11111223931/21111111111111112/9524
2171112/1123431/0062	1123431/2171112/0062
8272011111112/1222232123131/7867	1222232123131/8272011111112/7867
45141111111112/11112361111111111223312222381111111111223331/5289	11112361111111111223312222381111111111223331/45141111111112/5289
881111111111111112/1111122223211111230123131/9282	1111122223211111230123131/881111111111111112/9282
9111112/1112222223531/4683	1112222223531/9111112/4683
469661111111112/1122223311223031/0160	1122223311223031/469661111111112/0160
337111112/1122222237112321123911222239112311111223631/3962	1122222237112321123911222239112311111223631/337111112/3962
7565111112/1222371222341112223731/8150	1222371222341112223731/7565111112/8150
111112/1123711111222232112230122223931/0981	1123711111222232112230122223931/111112/0981
5451111111112/111222351122223131/2479	111222351122223131/5451111111112/2479
81111111112/11122223431/8874	11122223431/81111111112/8874
880111112/1235123131/0777	1235123131/880111112/0777
01112/1122223031/3574	1122223031/01112/3574
4723191711111111111112/11111123211111112223412381112222222233122223631/9030	11111123211111112223412381112222222233122223631/4723191711111111111112/9030
13421111111112/112223331/2498	112223331/13421111111112/2498
26441112/12223031/4768	12223031/26441112/4768
111111112/111122321222223931/8710	111122321222223931/111111112/8710
011111112/1112223331/3701	1112223331/011111112/3701
6111112/123331/3042	123331/6111112/3042
411111112/11223231/2560	11223231/411111112/2560
2111112/1222391111111223931/7723	1222391111111223931/2111112/7723
351112/1111122321112222222233123212231111232122391112222222222222232111111223111222361231123931/5995	1111122321112222222233123212231111232122391112222222222222232111111223111222361231123931/351112/5995
09653441112/1233123911123111112331222223811123631/1863	1233123911123111112331222223811123631/09653441112/1863
14986611112/1223131/6832	1223131/14986611112/6832
0181111112/11111112223731/8160	11111112223731/0181111112/8160
586111111111112/11111111123231/6084	11111111123231/586111111111112/6084
41112/122223731/9663	122223731/41112/9663
911111112/1111112230123231/0213	1111112230123231/911111112/0213
31112/1230122222223231/5868	1230122222223231/31112/5868
41112/12230112223931/9270	12230112223931/41112/9270
5111111111111111112/11123711111222222238111122223231/1812	11123711111222222238111122223231/5111111111111111112/1812
71112/122237111111236111222351223612223812321112311238122311223012222223831/6186	122237111111236111222351223612223812321112311238122311223012222223831/71112/6186
2261111112/111122223831/3100	111122223831/2261111112/3100
271112/112223511223911111123031/4453	112223511223911111123031/271112/4453
971111112/111111111233112223912222238111223531/4062	111111111233112223912222238111223531/971111112/4062
371111112/111112223131/9742	111112223131/371111112/9742
411111112/123931/8909	123931/411111112/8909
053111112/1223131/8580	1223131/053111112/8580
81112/11111223011123611223531/2052	11111223011123611223531/81112/2052
42511511111112/1233112331222223712341223731/6499	1233112331222223712341223731/42511511111112/6499
5901112/11223712371123331/7921	11223712371123331/5901112/7921
61112/122223031/3094	122223031/61112/3094
911112/11223812223312239123211223631/1604	11223812223312239123211223631/911112/1604
0541112/1123411111222223531/6161	1123411111222223531/0541112/6161
825501112/1123331/1832	1123331/825501112/1832
65821112/1123631/1184	1123631/65821112/1184
8611111112/122232111111234122222223512222331122223012223631/4515	122232111111234122222223512222331122223012223631/8611111112/4515
881111111112/1222223431/3393	1222223431/881111111112/3393
719111112/1112381122235112222231112391123911111111112223711111111112301123912222222222222235123012222371112222222371223131/6944	1112381122235112222231112391123911111111112223711111111112301123912222222222222235123012222371112222222371223131/719111112/6944
71067111111111111111112/11122222321111123211223611223731/8350	11122222321111123211223611223731/71067111111111111111112/8350
131111111112/112223112301222361111112301222222222222331112238111112223131/0637	112223112301222361111112301222222222222331112238111112223131/131111111112/0637
911111112/11236111112237122351111111123831/7840	11236111112237122351111111123831/911111112/7840
3381111111111111112/12223631/5382	12223631/3381111111111111112/5382
1111112/1123211112331111123331/1869	1123211112331111123331/1111112/1869
8111112/1112341236122321123131/3943	1112341236122321123131/8111112/3943
031112/11223511111112371222237122222223531/5533	11223511111112371222237122222223531/031112/5533
61112/12222311222321222222223831/6447	12222311222321222222223831/61112/6447
7952444331112/1235111222223931/0981	1235111222223931/7952444331112/0981
921112/1222361122391223531/5068	1222361122391223531/921112/5068
51911111112/123231/9071	123231/51911111112/9071
5111112/11236123412236111222223811111223631/9965	11236123412236111222223811111223631/5111112/9965
6125746111112/1222232111223711111222223131/4188	1222232111223711111222223131/6125746111112/4188
25111112/1223931/6205	1223931/25111112/6205
71111111112/12235111111112361223911223911123131/6665	12235111111112361223911223911123131/71111111112/6665
3811111112/1112222222223531/0540	1112222222223531/3811111112/0540
1111112/1223531/4691	1223531/1111112/4691
51111111111111112/1111123731/4097	1111123731/51111111111111112/4097
061112/12222233123831/4817	12222233123831/061112/4817
2111112/111222351223412301222223431/5834	111222351223412301222223431/2111112/5834
51112/1112321112233123831/3024	1112321112233123831/51112/3024
586111111111112/11223431/5379	11223431/586111111111112/5379
52911111112/1223131/0574	1223131/52911111112/0574
77691112/111123211123011223231/5839	111123211123011223231/77691112/5839
8312711111112/122223031/8126	122223031/8312711111112/8126
8651112/123911111230112222222223412381122222231122381223411111111122331111122361112232122223031/0883	123911111230112222222223412381122222231122381223411111111122331111122361112232122223031/8651112/0883
6689111112/111122222233122361123931/6493	111122222233122361123931/6689111112/6493
31112/123131/7031	123131/31112/7031
0461112/1112341222238123131/1203	1112341222238123131/0461112/1203
721112/123331/7071	123331/721112/7071
6410111112/123431/4084	123431/6410111112/4084
108111112/111123831/5300	111123831/108111112/5300
211111112/12236123431/0725	12236123431/211111112/0725
820111111111111111112/11222391123111222222223231/1588	11222391123111222222223231/820111111111111111112/1588
3111112/122238111112222223512321231123131/4678	122238111112222223512321231123131/3111112/4678
7421112/12222223131/1553	12222223131/7421112/1553
68711111111111111111112/112222232122222222311111222223131/5830	112222232122222222311111222223131/68711111111111111111112/5830
864111112/12223631/6120	12223631/864111112/6120
111112/12311123411111111232123331/0096	12311123411111111232123331/111112/0096
6211111112/11223831/3306	11223831/6211111112/3306
58711111112/11223931/2151	11223931/58711111112/2151
4008931112/123331/2244	123331/4008931112/2244
8461112/1111122223231/6328	1111122223231/8461112/6328
71112/12222223911223831/1464	12222223911223831/71112/1464
501111111111111112/11235112311111223712237112222223731/0578	11235112311111223712237112222223731/501111111111111112/0578
2111111111112/111111222222223731/8538	111111222222223731/2111111111112/8538
05111112/11222223331/0275	11222223331/05111112/0275
61112/1112222223011233111123731/3234	1112222223011233111123731/61112/3234
5111112/122222223131/7326	122222223131/5111112/7326
25111112/1123031/3004	1123031/25111112/3004
307831112/1111222223331/4448	1111222223331/307831112/4448
311111112/1222234111122222222222222223331/6827	1222234111122222222222222223331/311111112/6827
0111112/1122321222235123431/0970	1122321222235123431/0111112/0970
447283111112/1223911111123631/0630	1223911111123631/447283111112/0630
82111112/11222223431/6001	11222223431/82111112/6001
799551112/111111223931/5288	111111223931/799551112/5288
91112/112222223811123631/7529	112222223811123631/91112/7529
351112/1223011234122381123531/1039	1223011234122381123531/351112/1039
51112/123031/4546	123031/51112/4546
92911111112/122235112301111123631/6965	122235112301111123631/92911111112/6965
691112/111233123731/9899	111233123731/691112/9899
321112/122223931/2741	122223931/321112/2741
91111111112/111122222236112223431/4020	111122222236112223431/91111111112/4020
4331112/12223231/1790	12223231/4331112/1790
2111112/1223631/6287	1223631/2111112/6287
6711111112/1236111111112230112222223631/8323	1236111111112230112222223631/6711111112/8323
21112/11223031/0957	11223031/21112/0957
1211111112/1236111222222223231/2216	1236111222222223231/1211111112/2216
831112/1123811112222223431/2487	1123811112222223431/831112/2487
181111111112/1111111122223031/2820	1111111122223031/181111111112/2820
451112/1123912301112222222301122222232111236111223612235123231/6691	1123912301112222222301122222232111236111223612235123231/451112/6691
41112/1223031/1692	1223031/41112/1692
601112/122236112235111111222237111122233111223031/9097	122236112235111111222237111122233111223031/601112/9097
6562811111112/123631/7027	123631/6562811111112/7027
01112/1235111222341111223111111223631/1775	1235111222341111223111111223631/01112/1775
11112/11222230111222223111122223531/6116	11222230111222223111122223531/11112/6116
111111112/1123131/1284	1123131/111111112/1284
28111112/123311223131/8832	123311223131/28111112/8832
731112/11123812234122222237123812222331239123131/9387	11123812234122222237123812222331239123131/731112/9387
21112/123131/8120	123131/21112/8120
28571112/112311111223611123831/0332	112311111223611123831/28571112/0332
041112/112223931/0087	112223931/041112/0087
0422935111112/111122235123931/3903	111122235123931/0422935111112/3903
3251112/123112223231/3329	123112223231/3251112/3329
491112/112231112223331/0797	112231112223331/491112/0797
51112/11123411222371222222321122361111222223331/6619	11123411222371222222321122361111222223331/51112/6619
11112/122223831/1045	122223831/11112/1045
351112/12223412331239112222311122351111122233111223431/6834	12223412331239112222311122351111122233111223431/351112/6834
311111112/123331/1769	123331/311111112/1769
411112/123431/0193	123431/411112/0193
21112/1111111111236112361222223711123812223131/2726	1111111111236112361222223711123812223131/21112/2726
8111112/1222232123731/3540	1222232123731/8111112/3540
11112/11237111122311112222222222223331/7979	11237111122311112222222222223331/11112/7979
431111112/122321111222223331/5274	122321111222223331/431111112/5274
37111112/111223931/3687	111223931/37111112/3687
9111111111112/1223111123911111223011222222391123131/9828	1223111123911111223011222222391123131/9111111111112/9828
33111112/11123331/3355	11123331/33111112/3355
11112/111234111122361122321122237111122223711112311223412230112223331/7257	111234111122361122321122237111122223711112311223412230112223331/11112/7257
621112/1223212235111123231/1249	1223212235111123231/621112/1249
31112/1231122222223331/3042	1231122222223331/31112/3042
211111111111112/12238111123431/3799	12238111123431/211111111111112/3799
46111112/112222232112381123831/8886	112222232112381123831/46111112/8886
31112/11239122223231/9819	11239122223231/31112/9819
51111111112/123112371122222381230111223331/2251	123112371122222381230111223331/51111111112/2251
513111112/112351222381111112223231/3513	112351222381111112223231/513111112/3513
616811111112/11111123831/3802	11111123831/616811111112/3802
91112/1123411123931/9559	1123411123931/91112/9559
21112/111122233123311111123312311235123511111238112233111123031/6063	111122233123311111123312311235123511111238112233111123031/21112/6063
351112/123031/1158	123031/351112/1158
8937321111111112/1222361123811111235111112223612301223831/3375	1222361123811111235111112223612301223831/8937321111111112/3375
571112/11111237111111111111111239112331123331/8896	11111237111111111111111239112331123331/571112/8896
779111112/112233111222223431/5428	112233111222223431/779111112/5428
1120951111111112/122381111223531/3061	122381111223531/1120951111111112/3061
3111112/1112391223211223111222222222301112223611222223331/1432	1112391223211223111222222222301112223611222223331/3111112/1432
6111112/1238111112232123031/2800	1238111112232123031/6111112/2800
77481112/123911122223131/8400	123911122223131/77481112/8400
628111112/11223331/4095	11223331/628111112/4095
041112/112371222223811123631/2895	112371222223811123631/041112/2895
1741112/123431/9271	123431/1741112/9271
4595211111111111111111111111112/11122222341123512301123431/6580	11122222341123512301123431/4595211111111111111111111111112/6580
2111112/11112222222223111123312222223811111123931/7066	11112222222223111123312222223811111123931/2111112/7066
51112/112234123331/9098	112234123331/51112/9098
0111111112/111234122223831/3602	111234122223831/0111111112/3602
841112/1112321112223931/7376	1112321112223931/841112/7376
28851112/112223311111112222223931/8800	112223311111112222223931/28851112/8800
9481112/12371222237112223631/0980	12371222237112223631/9481112/0980
6111112/123131/8717	123131/6111112/8717
2111112/11230111112301231111222223111223811111231112361222223731/9543	11230111112301231111222223111223811111231112361222223731/2111112/9543
02521112/112223531/7439	112223531/02521112/7439
5044661111111111111112/11123811223431/6109	11123811223431/5044661111111111111112/6109
644711111111111112/111222391237111223031/5169	111222391237111223031/644711111111111112/5169
28741112/11111123711123631/3792	11111123711123631/28741112/3792
1991112/1123631/9833	1123631/1991112/9833
0086041112/123331/6851	123331/0086041112/6851
8111112/11122223711112222222222222351123131/2248	11122223711112222222222222351123131/8111112/2248
81112/1111223831/7504	1111223831/81112/7504
61112/1111222223131/5990	1111222223131/61112/5990
042111111111111111112/11111223331/9980	11111223331/042111111111111111112/9980
01112/111123431/5716	111123431/01112/5716
042661112/12239111111223331/7624	12239111111223331/042661112/7624
1161111111111111111111111111111111112/123631/2116	123631/1161111111111111111111111111111111112/2116
26111112/123331/6820	123331/26111112/6820
1111112/122223711123631/1212	122223711123631/1111112/1212
49374811111112/1111112231111111112341222331223431/1144	1111112231111111112341222331223431/49374811111112/1144
71112/12239112223111222231112237111112222222391223831/6190	12239112223111222231112237111112222222391223831/71112/6190
43911111111111112/1223012371236111122222391112223811112301223631/0606	1223012371236111122222391112223811112301223631/43911111111111112/0606
671112/111111112361111222223331/7864	111111112361111222223331/671112/7864
51112/112371111222232123111112235112234122222234111223131/2436	112371111222232123111112235112234122222234111223131/51112/2436
51112/122222371123531/5408	122222371123531/51112/5408
1111112/1111122223411222222301234111239122361112223631/8258	1111122223411222222301234111239122361112223631/1111112/8258
583511112/11123131/4255	11123131/583511112/4255
81112/1123331/9388	1123331/81112/9388
903343851112/111111223031/4019	111111223031/903343851112/4019
211112/11123831/2699	11123831/211112/2699
11112/1238123931/9237	1238123931/11112/9237
8483104211111111111112/1223731/2496	1223731/8483104211111111111112/2496
3111112/122222222223031/4350	122222222223031/3111112/4350
811112/1111223411232122301237112222230111123211111123631/1230	1111223411232122301237112222230111123211111123631/811112/1230
71111111111111112/122238111231123631/8913	122238111231123631/71111111111111112/8913
11112/123431/9482	123431/11112/9482
63111112/1222237123811236123431/8542	1222237123811236123431/63111112/8542
44701111111112/1123831/9156	1123831/44701111111112/9156
71112/112223031/5934	112223031/71112/5934
211111112/1111123931/2012	1111123931/211111112/2012
51111111111111111112/1111123031/3149	1111123031/51111111111111111112/3149
3111112/12371122331112222351223031/3430	12371122331112222351223031/3111112/3430
21112/11223711111122223311223831/6312	11223711111122223311223831/21112/6312
7101112/1111223931/9908	1111223931/7101112/9908
4111112/11223131/7028	11223131/4111112/7028
1261112/1223331/8489	1223331/1261112/8489
0111111111112/111111111111111123731/4705	111111111111111123731/0111111111112/4705
481511111112/1111111223411111123231/4737	1111111223411111123231/481511111112/4737
16011111112/111222321222234122361111111223431/8690	111222321222234122361111111223431/16011111112/8690
749111112/122381236112223231/2350	122381236112223231/749111112/2350
21112/111112223231/2525	111112223231/21112/2525
3163111112/111223411223011111239122238123831/2512	111223411223011111239122238123831/3163111112/2512
6492191112/11122223531/3102	11122223531/6492191112/3102
31112/1111123431/2376	1111123431/31112/2376
591112/11123612223112341222223631/3177	11123612223112341222223631/591112/3177
0111112/1223431/6528	1223431/0111112/6528
411112/111122351123431/4023	111122351123431/411112/4023
38111112/11111222222222222237123231/0840	11111222222222222237123231/38111112/0840
311111111112/1111123831/7504	1111123831/311111111112/7504
137288646111111111112/1123731/1560	1123731/137288646111111111112/1560
94511111112/111223931/1357	111223931/94511111112/1357
4111112/11237123531/8534	11237123531/4111112/8534
68111112/111111111111111222223911111122238111223931/5878	111111111111111222223911111122238111223931/68111112/5878
951112/11112223931/8351	11112223931/951112/8351
21028111111112/111111111123011111232111111112223811112351222223311234123731/5027	111111111123011111232111111112223811112351222223311234123731/21028111111112/5027
850311111112/111223231/0232	111223231/850311111112/0232
4491111111112/11236111111111111223931/2532	11236111111111111223931/4491111111112/2532
7111112/11111123711223131/9920	11111123711223131/7111112/9920
81112/112222321222391222223331/3976	112222321222391222223331/81112/3976
97541112/1122238112222381112223931/4881	1122238112222381112223931/97541112/4881
81112/111112361111122311222231122371112371111123731/7947	111112361111122311222231122371112371111123731/81112/7947
91112/1112361222238123431/3892	1112361222238123431/91112/3892
381112/111111223212223311222222222222361111231112234123011123031/2009	111111223212223311222222222222361111231112234123011123031/381112/2009
245111111111112/1111111222222341112223431/0214	1111111222222341112223431/245111111111112/0214
421112/123331/0720	123331/421112/0720
5111111111111111112/111123031/2106	111123031/5111111111111111112/2106
8411111112/1123831/9204	1123831/8411111112/9204
91112/11122230122232111223631/2930	11122230122232111223631/91112/2930
8535111112/122239122223031/9032	122239122223031/8535111112/9032
947111112/111223731/1937	111223731/947111112/1937
0111112/122381112311111238122321223931/8935	122381112311111238122321223931/0111112/8935
337011111112/123831/7703	123831/337011111112/7703
81111111112/1112231123511223131/3742	1112231123511223131/81111111112/3742
21112/111123731/0790	111123731/21112/0790
231112/1236111111230123031/0474	1236111111230123031/231112/0474
51112/11123331/8474	11123331/51112/8474
811111111112/112311222223811111122361222223931/6614	112311222223811111122361222223931/811111111112/6614
706511111112/11222321223131/1153	11222321223131/706511111112/1153
90910901112/1111223631/8195	1111223631/90910901112/8195
01112/12223411111223131/7797	12223411111223131/01112/7797
41111111112/1123731/2135	1123731/41111111112/2135
41112/1222222222222223131/7899	1222222222222223131/41112/7899
79111112/123131/5271	123131/79111112/5271
875411111111111112/11111111112223231/2518	11111111112223231/875411111111111112/2518
684407111112/122230123311111122371222222222223231/2844	122230123311111122371222222222223231/684407111112/2844
921112/122223531/2618	122223531/921112/2618
2111112/11111233111112222222361123112234111112231123912391111123331/3523	11111233111112222222361123112234111112231123912391111123331/2111112/3523
6011111112/112239123731/1562	112239123731/6011111112/1562
921112/111123731/2239	111123731/921112/2239
2011111112/1236112234111111123131/0775	1236112234111111123131/2011111112/0775
86621112/11112223931/9703	11112223931/86621112/9703
2261111111112/123031/6542	123031/2261111111112/6542
81112/123231/1717	123231/81112/1717
41112/111223731/7596	111223731/41112/7596
71112/112223431/9900	112223431/71112/9900
8711111112/1123831/7104	1123831/8711111112/7104
76111112/11223112223711111111112232123231/6371	11223112223711111111112232123231/76111112/6371
51111111112/1111111122222223131/6802	1111111122222223131/51111111112/6802
51111111112/12223031/2616	12223031/51111111112/2616
311111111111112/111223831/3781	111223831/311111111111112/3781
177111112/11112223031/5127	11112223031/177111112/5127
37611111112/11111223231/2558	11111223231/37611111112/2558
4220111112/11112222222237123331/9217	11112222222237123331/4220111112/9217
51111111111111112/12223612223531/3116	12223612223531/51111111111111112/3116
0481112/1223931/7728	1223931/0481112/7728
0031112/112231111223011222238123331/6856	112231111223011222238123331/0031112/6856
6111111112/1222391122381112311123311111231111223031/4476	1222391122381112311123311111231111223031/6111111112/4476
231112/1112231112331222238122223511112223631/2357	1112231112331222238122223511112223631/231112/2357
6741112/112237123531/6944	112237123531/6741112/6944
4111112/11111123931/1352	11111123931/4111112/1352
8971112/123031/6186	123031/8971112/6186
11112/1123911111222238123931/7263	1123911111222238123931/11112/7263
61079111112/112311112222361111123511222230111223931/4787	112311112222361111123511222230111223931/61079111112/4787
561916741112/122223031/5728	122223031/561916741112/5728
42111112/1122222223511122222223312351112321233111122223031/6028	1122222223511122222223312351112321233111122223031/42111112/6028
4785330341112/1122235111122222222223211222331112237111223931/6222	1122235111122222222223211222331112237111223931/4785330341112/6222
901112/1111123331/2485	1111123331/901112/2485
58772111111111112/111123931/3494	111123931/58772111111111112/3494
71112/1222301223211111122361111235111234123431/1481	1222301223211111122361111235111234123431/71112/1481
11112/11111222321122381111236111112222222222238122321123831/6404	11111222321122381111236111112222222222238122321123831/11112/6404
01112/122230111223231/5983	122230111223231/01112/5983
